laptop id,title,old price,current price,Операционная система,Процессор,Интегрированная в процессор графика,"Объем оперативной памяти, ГБ",Жесткий диск,Твердотельный накопитель,"Диагональ экрана, дюйм",Разрешение экрана,"Вес, кг",image link,Внимание,Модель процессора,"Частота процессора, ГГц",Конфигурация оперативной памяти,Модель дискретной видеокарты,USB Type-C Power Delivery,Вес
140455,DELL Vostro 5390,,,Linux,Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/16b/140455_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,8265U,1.6,8 ГБ (распаяно на плате),GeForce MX250,,1.2 кг
140452,DELL Vostro 5390,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/d7f/140452_1.jpg,,8265U,1.6,8 ГБ (распаяно на плате),,,1.2 кг
140451,DELL Vostro 5390,,,Linux,Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/35a/140451_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,8265U,1.6,8 ГБ (распаяно на плате),,,1.2 кг
140318,HP 14s-dq0024ur,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/15d/140318_1.jpg,,8265U,1.6,1 х 8 ГБ,,,1.4 кг
140306,HP 14s-dq0022ur,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,4,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/4a2/140306_1.jpg,,8265U,1.6,1 х 4 ГБ,,,1.4 кг
140314,HP Gaming Pavilion 15-dk0041ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/a7e/140311_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,
140315,HP Gaming Pavilion 15-dk0046ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/3cb/140315_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1660 Ti,,
140286,ASUS Vivobook S330UN,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,4,HDD нет,256 ГБ SSD,13.3,1920 x 1080 Full HD,1.2,//static.shop.kz/upload/iblock/2e7/140286_1.jpg,,8250U,1.6,4 ГБ (распаяно на плате),GeForce MX150,,
140317,HP Gaming Pavilion 15-dk0034ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/61f/140317_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1050,,
140310,HP Gaming Pavilion 17-cd0036ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,2.7,//static.shop.kz/upload/iblock/0fc/140310_011.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,
140312,HP 14s-dq0020ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/662/140312_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,1 х 4 ГБ,,,1.4 кг
140302,HP 14s-dq0023ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/9b9/140302_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,1 х 8 ГБ,,,1.4 кг
140304,HP 14s-dq0021ur,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,4,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/0ff/140304_1.jpg,,8265U,1.6,1 х 4 ГБ,,,1.4 кг
140309,HP 14s-dq0019ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/3d1/140309_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,1 х 4 ГБ,,,1.4 кг
140330,DELL Vostro 7590,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics 630,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/66a/140330_1.jpg,,9750H,2.6,1 х 16 ГБ,GeForce GTX 1650,,1.9 кг
140329,DELL Vostro 7590,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics 630,16,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f2f/140329_1.jpg,,9750H,2.6,1 х 16 ГБ,GeForce GTX 1650,,1.9 кг
139605,Lenovo Ideapad S530 (81J700AERK,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,HDD нет,240 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/fe1/138545_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,4 ГБ (распаяно на плате),,,1.25 кг
139977,HP Gaming Pavilion 17-cd0035ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,17.3,1920 x 1080 Full HD,2.7,//static.shop.kz/upload/iblock/cd4/139962_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,
140162,Lenovo Ideapad S540,,,Windows 10 Home (x64) SL,Intel Core i5,Intel UHD Graphics 620,8,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/633/140162_1.jpg,,8265U,1.6,4 ГБ + 4 ГБ (распаяно на плате),GeForce MX250,,1.4 кг
139975,HP Omen 17-cb0021ur,,,Отсутствует,Intel Core i9,Intel UHD Graphics 630,16,HDD нет,1 ТБ SSD,17.3,1920 x 1080 Full HD,3.2,//static.shop.kz/upload/iblock/3ea/139975_01.jpg,Не забудьте купитьоперационную систему,9880H,2.3,2 х 8 ГБ,GeForce RTX 2080,,
139983,HP 15-db1105ur,,,Windows 10 Home (x64),AMD Ryzen 7,AMD Radeon RX Vega 10,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/547/139985_01.jpg,,3700U,2.3,1 х 4 ГБ,,,1.8 кг
139985,HP 15-db1106ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon RX Vega 10,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/48c/139985_01.jpg,Не забудьте купитьоперационную систему,3700U,2.3,1 х 4 ГБ,,,1.8 кг
139984,HP 15-db1107ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon RX Vega 10,8,1 ТБ HDD,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/8dc/139984_01.jpg,Не забудьте купитьоперационную систему,3700U,2.3,1 х 8 ГБ,,,1.8 кг
139991,HP 15-db1109ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon RX Vega 10,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/73a/139991_01.jpg,Не забудьте купитьоперационную систему,3700U,2.3,1 х 4 ГБ,,,1.8 кг
139987,HP 15-db1108ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon RX Vega 10,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/05d/139987_01.jpg,Не забудьте купитьоперационную систему,3700U,2.3,1 х 8 ГБ,,,1.8 кг
139981,HP 15-db1110ur,,,Windows 10 Home (x64) в S-режиме,AMD Ryzen 7,AMD Radeon RX Vega 10,8,1 ТБ HDD,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/18a/139982_01.jpg,,3700U,2.3,1 х 8 ГБ,,,1.8 кг
140020,Lenovo Ideapad S145,,,Отсутствует,AMD Ryzen 3,AMD Radeon Vega 3,4,HDD нет,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/d6d/140020_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,3200U,2.6,4 ГБ (распаяно на плате),,,2 кг
140018,Lenovo Ideapad S145,,,Отсутствует,AMD Ryzen 3,AMD Radeon Vega 3,4,HDD нет,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/11f/140018_1.jpg,Не забудьте купитьоперационную систему,3200U,2.6,4 ГБ (распаяно на плате),,,2 кг
139982,HP 15-db1111ur,,,Windows 10 Home (x64) в S-режиме,AMD Ryzen 7,AMD Radeon RX Vega 10,4,1 ТБ HDD,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/94b/139982_01.jpg,,3700U,2.3,1 х 4 ГБ,,,1.8 кг
139961,HP 15-db1087ur,,,Отсутствует,AMD Ryzen 3,AMD Radeon Vega 3,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/aca/139964_01.jpg,Не забудьте купитьоперационную систему,3200U,2.6,1 х 4 ГБ,,,1.8 кг
139964,HP 15-db1086ur,,,Отсутствует,AMD Ryzen 3,AMD Radeon Vega 3,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/451/139964_01.jpg,Не забудьте купитьоперационную систему,3200U,2.6,1 х 4 ГБ,,,1.8 кг
139992,HP 15-db1098ur,,,Windows 10 Home (x64) в S-режиме,AMD Ryzen 5,AMD Radeon Vega 8,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/6cf/139998_01.jpg,,3500U,2.1,1 х 8 ГБ,,,1.8 кг
139989,HP 15-db1100ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/23b/139989_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 4 ГБ,,,1.8 кг
139980,HP 15-db1099ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/61d/139979_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 4 ГБ,,,1.8 кг
139979,HP 15-db1096ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,8,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/1c5/139979_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 8 ГБ,,,1.8 кг
139986,HP 15-db1101ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/8db/139986_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 4 ГБ,,,1.8 кг
140023,DELL Vostro 7590,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f5b/140023_1.jpg,,9300H,2.4,1 х 8 ГБ,GeForce GTX 1050,,1.8 кг
139988,HP 15-db1097ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/0ee/139988_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 8 ГБ,,,1.8 кг
139990,HP 15-db1095ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/154/139990_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 4 ГБ,,,1.8 кг
139959,HP Gaming Pavilion 15-dk0001ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/603/139971_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,2.2 кг
139971,HP Gaming Pavilion 15-dk0040ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/430/139971_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,
140016,DELL Inspiron 5584,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics 620,8,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/b18/140016_1.jpg,,8565U,1.8,1 х 8 ГБ,GeForce MX130,,2 кг
140015,DELL Inspiron 5584,,,Linux,Intel Core i7,Intel UHD Graphics 620,8,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f73/140015_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,8565U,1.8,1 х 8 ГБ,GeForce MX130,,2 кг
139958,HP Gaming Pavilion 15-dk0000ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/414/139958_01_intel.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,
139976,HP Gaming Pavilion 15-dk0030ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/6ef/139972_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1050,,
140011,DELL Inspiron 5584,,,Linux,Intel Core i5,Intel UHD Graphics 620,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/293/140011_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,8265U,2.1,1 х 4 ГБ,GeForce MX130,,2 кг
140012,DELL Inspiron 5584,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/6cc/140012_1.jpg,,8265U,2.1,1 х 4 ГБ,GeForce MX130,,2 кг
140013,DELL Inspiron 5584,,,Linux,Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f65/140013_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,8265U,2.1,1 х 8 ГБ,GeForce MX130,,2 кг
139957,HP Gaming Pavilion 15-dk0002ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/175/139957_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1660 Ti,,
140014,DELL Inspiron 5584,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f04/140014_1.jpg,,8265U,2.1,1 х 8 ГБ,GeForce MX130,,2 кг
139914,HP Omen 15-dc1051ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/635/139913_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1660 Ti,,
139798,Lenovo Ideapad 330,,,Отсутствует,AMD Ryzen 3,AMD Radeon Vega 3,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/c7a/139798_1.jpg,Не забудьте купитьоперационную систему,2200U,2.5,4 ГБ (распаяно на плате),,,2.2 кг
139861,Acer Aspire A515-52G,,,Windows 10 Home (x64),Intel Core i3,Intel UHD Graphics 620,8,2 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/7ff/129861_01.jpg,,8145U,2.1,2 х 4 ГБ,GeForce MX130,,
139862,Acer Predator Triton 700 PT715-51,,,Windows 10 Home (x64),Intel Core i7,Intel HD Graphics 630,16,HDD нет,512 ГБ (2 x 256 ГБ) SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/1f1/139862_01.jpg,,7700HQ,2.8,2 х 8 ГБ,GeForce GTX 1080,,2.4 кг
139625,Lenovo Ideapad L340,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/63c/139625_1.jpg,Не забудьте купитьоперационную систему,9300H,2.4,4 ГБ (распаяно на плате),GeForce GTX 1050,,2.2 кг
139629,Lenovo Legion Y540,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,1 ТБ HDD,128 ГБ SSD,17.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/f9b/139629_1.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1650,,2.8 кг
139628,Lenovo Legion Y540,,,Отсутствует,Intel Core i7,Intel UHD Graphics 630,8,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/2a7/139627_1.jpg,Не забудьте купитьоперационную систему,9750H,2.6,1 х 8 ГБ,GeForce GTX 1650,,2.3 кг
139560,HP 15-rb028ur,,,Отсутствует,AMD A-Series,AMD Radeon R3,4,500 ГБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/5f1/136560_01.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,A4-9120,2.2,1 х 4 ГБ,,,1.9 кг
139499,HP 15-db1077ur,,,Windows 10 Home (x64) в S-режиме,AMD Ryzen 7,AMD Radeon RX Vega 10,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/3e2/139499_01.jpg,,3700U,2.3,1 х 8 ГБ,,,1.8 кг
139565,HP 15-db1094ur,,,Windows 10 Home (x64) в S-режиме,AMD Ryzen 5,AMD Radeon Vega 8,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/edd/139498_01.jpg,,3500U,2.1,1 х 4 ГБ,,,1.8 кг
139497,HP 15-db1010ur,,,Windows 10 Home (x64),AMD Ryzen 3,AMD Radeon Vega 3,4,1 ТБ HDD,128 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/33f/139497_01.jpg,,3200U,2.6,1 х 4 ГБ,,,1.9 кг
139496,HP 15-db1001ur,,,Windows 10 Home (x64),AMD Ryzen 3,AMD Radeon Vega 3,4,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/f95/139496_01.jpg,,3200U,2.6,1 х 4 ГБ,,,1.8 кг
139564,HP Omen 15-dc1052ur,,,Отсутствует,Intel Core i5,Intel UHD Graphics 630,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/168/139564_01.jpg,Не забудьте купитьоперационную систему,9300H,2.4,1 х 8 ГБ,GeForce GTX 1660 Ti,,
139358,Apple MacBook Pro с дисплеем Retina,,,Mac OS Mojave,Intel Core i7,Intel UHD Graphics 630,16,HDD нет,256 ГБ SSD,15.4,2880 x 1800 WQ+,,//static.shop.kz/upload/iblock/2c5/139358_1.jpg,,,2.6,,Radeon Pro 555X,,
139465,Apple MacBook Pro с дисплеем Retina,,,Mac OS Mojave,Intel Core i5,Intel Iris Plus Graphics 655,8,HDD нет,256 ГБ SSD,13.3,2560 x 1600 WQXGA,,//static.shop.kz/upload/iblock/1ac/139465_1.jpg,,,2.4,,,,
139467,Apple MacBook Pro с дисплеем Retina,,,Mac OS Mojave,Intel Core i5,Intel Iris Plus Graphics 655,8,HDD нет,256 ГБ SSD,13.3,2560 x 1600 WQXGA,1.37,//static.shop.kz/upload/iblock/3c7/139467_1.jpg,,,2.4,,,,
139312,HP 250 G7 (6BP09EA,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,500 ГБ HDD,128 ГБ SSD,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/dee/139312_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,1 х 4 ГБ,GeForce MX110,,2 кг
139338,Acer Aspire A315-55G,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 620,8,1 ТБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/74c/139338_01.jpg,,8265U,1.6,1 х 8 ГБ,GeForce MX230,,1.8 кг
139350,DELL Inspiron G7-7790,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics 630,8,1 ТБ HDD,128 ГБ SSD,17.3,1920 x 1080 Full HD,3.2,//static.shop.kz/upload/iblock/f3e/139350_1.jpg,,9300H,2.4,2 х 4 ГБ,GeForce RTX 2060,,
139378,HP ProBook 440 G5,,,Windows 10 Pro (x64),Intel Core i7,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/700/139378_1.jpg,,8550U,1.8,1 х 8 ГБ,,,1.5 кг
139248,HP 250 G7,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,500 ГБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/07e/139248_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,1 х 4 ГБ,GeForce MX110,,2 кг
138911,HP ProBook 470 G5,,,Windows 10 Pro (x64),Intel Core i7,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,17.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/7aa/138911_1.jpg,,8550U,1.8,1 х 8 ГБ,GeForce 930MX,,2.4 кг
138912,HP ProBook 470 G5,,,Windows 10 Pro (x64),Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,17.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/930/138912_1.jpg,,8250U,1.6,1 х 8 ГБ,,,2.4 кг
138922,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i5,Intel UHD Graphics 620,8,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/5fc/138923_1.jpg,,8265U,1.6,1 х 8 ГБ,,,1.95 кг
138925,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i7,Intel UHD Graphics 620,8,1 ТБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/10b/138923_1.jpg,,8565U,1.8,1 х 8 ГБ,GeForce MX130,,1.95 кг
138924,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i7,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/933/138923_1.jpg,,8565U,1.8,1 х 8 ГБ,GeForce MX130,,1.95 кг
138927,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i5,Intel UHD Graphics 620,8,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/3c2/138923_1.jpg,,8265U,1.6,1 х 8 ГБ,GeForce MX130,,1.95 кг
138926,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i5,Intel UHD Graphics 620,8,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/0fe/138923_1.jpg,,8265U,1.6,1 х 8 ГБ,GeForce MX130,,1.95 кг
138923,HP ProBook 450 G6,,,Windows 10 Pro (x64),Intel Core i3,Intel UHD Graphics 620,4,500 ГБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/448/138923_1.jpg,,8145U,2.1,1 х 4 ГБ,,,1.95 кг
138915,HP ProBook 450 G5,,,Windows 10 Pro (x64),Intel Core i3,Intel UHD Graphics 620,4,500 ГБ HDD,SSD нет,15.6,1366 x 768 HD,2.1,//static.shop.kz/upload/iblock/27d/138915_1.jpg,,8130U,2.2,1 х 4 ГБ,,,
138914,HP ProBook 440 G5,,,Отсутствует,Intel Core i3,Intel UHD Graphics 620,4,500 ГБ HDD,SSD нет,14,1366 x 768 HD,,//static.shop.kz/upload/iblock/c09/138914_1.jpg,Не забудьте купитьоперационную систему,8130U,2.2,1 х 4 ГБ,,,1.6 кг
138691,Apple MacBook Pro с дисплеем Retina,,,Mac OS Mojave,Intel Core i7,Intel UHD Graphics 630,16,HDD нет,256 ГБ SSD,15.4,2880 x 1800 WQ+,,//static.shop.kz/upload/iblock/cfe/138691_1.jpg,,,2.6,,Radeon Pro 555X,,1.8 кг
138916,HP ProBook 450 G5,,,Отсутствует,Intel Core i3,Intel UHD Graphics 620,4,500 ГБ HDD,SSD нет,15.6,1366 x 768 HD,,//static.shop.kz/upload/iblock/207/138916_1.jpg,Не забудьте купитьоперационную систему,8130U,2.2,1 х 4 ГБ,,,2.1 кг
138913,HP ProBook 430 G5,,,Отсутствует,Intel Core i7,Intel UHD Graphics 620,8,,256 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/b87/138913_1.jpg,Не забудьте купитьоперационную систему,8550U,1.8,1 х 8 ГБ,,,1.5 кг
138853,ASUS TUF Gaming FX505DT,,,Отсутствует,AMD Ryzen 7,AMD Radeon RX Vega 10,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/7bc/138853_1.jpg,Не забудьте купитьоперационную систему,3750H,2.3,,GeForce GTX 1650,,2.2 кг
138689,Apple MacBook Pro с дисплеем Retina,,,Mac OS Mojave,Intel Core i9,Intel UHD Graphics 630,16,HDD нет,512 ГБ SSD,15.4,2880 x 1800 WQ+,,//static.shop.kz/upload/iblock/2f2/138689_1.jpg,,,2.3,,Radeon Pro 560X,,1.8 кг
138546,Lenovo Ideapad S530,,,Отсутствует,Intel Core i5,Intel UHD Graphics 620,4,HDD нет,128 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/0e7/138545_1.jpg,Не забудьте купитьоперационную систему,8265U,1.6,4 ГБ (распаяно на плате),,,1.25 кг
138545,Lenovo Ideapad S530,,,Отсутствует,Intel Core i3,Intel UHD Graphics 620,4,HDD нет,128 ГБ SSD,13.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/980/138545_1.jpg,Не забудьте купитьоперационную систему,8145U,2.1,4 ГБ (распаяно на плате),,,1.25 кг
