laptop id,title,old price,current price,Операционная система,Процессор,Интегрированная в процессор графика,"Объем оперативной памяти, ГБ",Жесткий диск,Твердотельный накопитель,"Диагональ экрана, дюйм",Разрешение экрана,"Вес, кг",image link,Внимание,Модель процессора,"Частота процессора, ГГц",Конфигурация оперативной памяти,Модель дискретной видеокарты,USB Type-C Power Delivery,Вес
173601,"ASUS Vivobook Pro 15 M6500RC, OLED",,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,2880 x 1620,1.8,//static.shop.kz/upload/iblock/579/y4zs5nvz3uhh5vqhf3k9xquasqi04x8g/173601o200.jpg,Не забудьте купитьоперационную систему,6800H,3.2,,GeForce RTX 3050,Да,
173624,ASUS ExpertBook B5 B5302CBA,,,Windows 11 Pro (x64),Intel Core i7,Intel Iris Xe Graphics,16,HDD нет,1 ТБ SSD,13.3,1920 x 1080 Full HD,1.23,//static.shop.kz/upload/iblock/3d3/w66yks972zu7uqrsskguj4t7t99zf4at/173624_B5-B5302CBA_01_1.jpg,,1255U,1.7,8 ГБ + 8 ГБ (распаяно на плате),,,
173598,ASUS P1512CEA,,,Windows 11 Pro (x64),Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/66d/tzcmrbiebzysk3dxx85sbwnpm1zuni5k/173598o200.JPG,,1135G7,2.4,,,Нет,
173600,"ASUS Vivobook S 14 M3402RA, OLED",,,Отсутствует,AMD Ryzen 7,AMD Radeon 680M,16,HDD нет,512 ГБ SSD,14,2880 x 1800 WQ+,1.6,//static.shop.kz/upload/iblock/7ef/qjobpj7e1elqkpu7rura9pklwxxdwz4q/173600x2.JPG,Не забудьте купитьоперационную систему,6800H,3.2,8 ГБ + 8 ГБ (распаяно на плате),,Да,
173596,ASUS ExpertBook B1 B1500CEAE,164 990 ₸,157 990 ₸,Windows 10 Home (x64),Intel Celeron,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/99c/h51mf7j0u39c4grm0nodcbd1y4p2cr24/173596x2.JPG,,6305,1.8,4 ГБ (распаяно на плате),,Да,
173623,ASUS ExpertBook B1 B1402CBA,389 990 ₸,369 990 ₸,Windows 11 Pro (x64),Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,1.5,//static.shop.kz/upload/iblock/a94/tbpc5lh20329dueeyqm0n4hfd07y9w8h/173623x2.JPG,,1235U,1.3,8 ГБ (распаяно на плате),,Да,
173446,Lenovo Ideapad 3 15ABA7,,,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/21d/c7qdb5lfkno7uepb5s7eb88pct8luo4h/173445x1.jpg,,5825U,2.0,8 ГБ + 8 ГБ (распаяно на плате),,Да,
173445,Lenovo Ideapad 3 15ALC6,169 990 ₸,164 990 ₸,Отсутствует,AMD Ryzen 3,AMD Radeon Graphics,8,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/7cf/h8rjde1xv6l1v2opwl8shsq4hztcjlza/173445x1.jpg,Не забудьте купитьоперационную систему,5300U,2.6,4 ГБ + 4 ГБ (распаяно на плате),,Нет,
173447,Lenovo Yoga Slim 7 Pro 16ARH7,,,Windows 11 Home (x64) SL,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,16,2560 x 1600 WQXGA,2.1,//static.shop.kz/upload/iblock/941/0apaf21cis4kgetuyjsii8k1b08uoz9q/173447x1.jpg,,6800HS Creator Edition,3.2,16 ГБ (распаяно на плате),GeForce RTX 3050,Да,
173180,Lenovo Ideapad 3 15IML05 (81WB00VBRK,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/1a2/t4yfs5psd8cmst2zgw3ekhlugjvzur7d/173180x1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,10110U,2.1,4 ГБ + 4 ГБ (распаяно на плате),,,
173179,Lenovo IdeaPad 3 15IIL05 (81WE005WRK,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1366 x 768 HD,1.6,//static.shop.kz/upload/iblock/796/k3g02hf6rqcelejl3yggz2rib2dm4u4v/173179xx2.JPG,Не забудьте купитьоперационную систему,1005G1,1.2,4 ГБ + 4 ГБ (распаяно на плате),,,
168066+SMP2CZYA0,Lenovo IdeaPad 5 Pro 14ARH7 (82SJ003PRK),,,Отсутствует,AMD Ryzen 7,AMD Radeon 680M,16,HDD нет,1 ТБ SSD,14,2880 x 1800 WQ+,1.4,//static.shop.kz/upload/iblock/66f/1709i8ebk9jix3xsmnghcmzrmohyl3qy/168066x1d.jpg,Не забудьте купитьоперационную систему,6800HS,3.2,16 ГБ (распаяно на плате),,Да,
173361,ASUS TUF Gaming A16 Advantage Edition FA617NS,669 990 ₸,649 990 ₸,Отсутствует,AMD Ryzen 7,AMD Radeon 680M,16,HDD нет,1 ТБ SSD,16,1920 x 1200 WUXGA,2.2,//static.shop.kz/upload/iblock/7fc/03ztp90axqld68cxg9ar0krp3w4q8u19/173361x1.jpg,Не забудьте купитьоперационную систему,7735HS,3.2,2 х 8 ГБ,Radeon RX 7600S,Да,
173342,Apple MacBook Air A2681 с дисплеем Retina Liquid,,,Mac OS,Apple M2,10 Core GPU,8,HDD нет,512 ГБ SSD,13.6,2560 x 1664,1.2,//static.shop.kz/upload/iblock/2fe/wdy0d66akgck8i8n3w1jy8m3y25qb134/173342x1.jpg,,,,,,,
173194,Acer Aspire 3 A315-58,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/2dc/4zwguyuydualwuc2s1cb17h8dhthcrdt/173194x1.jpg,Не забудьте купитьоперационную систему,1115G4,3.0,2 х 4 ГБ,,,
173249,ASUS ROG Strix G16 G614JI,,,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.4,//static.shop.kz/upload/iblock/16d/mxk8r5wp87tomx7irwnpu6ramp7xrw5j/173249x1.jpg,Не забудьте купитьоперационную систему,13650HX,2.6,2 х 8 ГБ,GeForce RTX 4070,Да,
173193,Lenovo IdeaPad 3 15ABA7,189 990 ₸,179 990 ₸,Отсутствует,AMD Ryzen 3,AMD Radeon Graphics,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/6f4/q1sj994ajndq2olq0vpimrlyzzw31jlp/173193x1.jpg,Не забудьте купитьоперационную систему,5425U,2.7,4 ГБ (распаяно на плате),,Да,
173083,Acer Predator Helios 300 PH315-55,739 990 ₸,699 990 ₸,Отсутствует,Intel Core i7,Intel Iris Xe Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/38b/y4t23uwsk020ogrg9zl7d6i49bdvqlpn/173083x1.jpg,Не забудьте купитьоперационную систему,12700H,2.3,2 х 8 ГБ,GeForce RTX 3070 Ti,,
173082,Acer Predator Helios 300 PH315-55,639 990 ₸,599 990 ₸,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/8e5/bz3e0392x6k5akmqkv7rnd2hias31d8i/173082x1.jpg,Не забудьте купитьоперационную систему,12500H,2.5,2 х 8 ГБ,GeForce RTX 3070 Ti,,
160891+MCN0CX15121550E,ASUS X515JA (90NB0SR1-M00HL0),469 990 ₸,429 990 ₸,Windows 11 Home (x64),Intel Core i7,Intel Iris Plus,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/2c5/3a453kpc63ntdinfev3kqyg9z71r0yod/160891_01d.jpg,,1065G7,1.3,8 ГБ (распаяно на плате),,Нет,
172919,Acer Aspire 5 A515-57G,,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.8,//static.shop.kz/upload/iblock/342/r9j9tegz9z6iy5z4ladyoiqqinhilzvf/172919x1.jpg,Не забудьте купитьоперационную систему,1235U,1.3,2 х 8 ГБ,GeForce RTX 2050,,
172918,Acer Nitro 5 AN515-45-R1GW,759 990 ₸,745 490 ₸,Отсутствует,AMD Ryzen 7,,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.265,//static.shop.kz/upload/iblock/278/o07stfpnndqq9mcqfid9znqq23iip3fa/Nitro-5-AN515_45_R1GW_01_1.webp,Не забудьте купитьоперационную систему,5800H,3.2,8 ГБ + 8 ГБ (распаяно на плате),GeForce RTX 3080,,
172865,HP ProBook 450 G9,549 990 ₸,529 990 ₸,Отсутствует,Intel Core i7,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/73b/brux1rz99c036qv6grfhz9r5se1eicft/172865x1.jpg,Не забудьте купитьоперационную систему,1255U,1.7,1 х 8 ГБ,,Да,
172913,ASUS VivoBook 16 X1605ZA,,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,16,1920 x 1200 WUXGA,1.88,//static.shop.kz/upload/iblock/1a9/awm440lkp979bxrxdkh0eujdfzklc8vx/172913x1.jpg,Не забудьте купитьоперационную систему,12500H,2.5,8 ГБ + 8 ГБ (распаяно на плате),,Нет,
172914,ASUS Vivobook Pro 15 M6500XU,629 990 ₸,598 690 ₸,Отсутствует,AMD Ryzen 9,AMD Radeon 780M,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,1.8,//static.shop.kz/upload/iblock/4ad/ydg1kv0zfjqloyzxakpufgewp95xxom0/172914x1.jpg,Не забудьте купитьоперационную систему,7940HS,4.0,16 ГБ (распаяно на плате),GeForce RTX 4050,Да,
172831,DELL Inspiron 15 3520,,,Linux,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/ba1/zhr78v9yho81a8sj1izf1v4tjhfjxt8a/172831x1.JPG,Не забудьте купитьоперационную системудля более комфортной работы с устройством,1135G7,2.4,1 х 8 ГБ,,,
172832,DELL Inspiron 15 3520,,,Linux,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/a9a/m25grew1ig54z0ryzmc3m9uxw7ur0vth/172832x1.JPG,Не забудьте купитьоперационную системудля более комфортной работы с устройством,1135G7,2.4,2 х 8 ГБ,,,
172851,HP ProBook 450 G9,,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/688/tknv12loxjwxtix4v8drt29fg4c39z6z/172851x1.jpg,Не забудьте купитьоперационную систему,1235U,1.3,1 х 8 ГБ,,Да,
172644,Acer Nitro 5 AN517-41,699 990 ₸,669 990 ₸,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,17.3,1920 x 1080 Full HD,2.7,//static.shop.kz/upload/iblock/aa0/fa78lj8ahnm03lqdtufbg9xy5y4und12/172644de.webp,Не забудьте купитьоперационную систему,5800H,3.2,2 х 8 ГБ,GeForce RTX 3080,Нет,
172643,Acer Aspire 3 315-58,219 990 ₸,209 900 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/623/tvpv8n105bxth8p1ed24s5vh6k2w75fv/172643de.webp,Не забудьте купитьоперационную систему,1115G4,3.0,2 х 4 ГБ,,,
172639,Acer Aspire 3 A315-58,209 990 ₸,199 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/7ed/lgqsmgi7blwyhdp3n8ohzs4g5uyt4564/172639de.webp,Не забудьте купитьоперационную систему,1115G4,3.0,1 х 8 ГБ,,,
