laptop_id,brand,model,old_price,current_price,discount_rate_percent,operational_system,graphics_type,integrated_graphics,gpu,cpu_brand,cpu_model,cpu_frequency,ram,memory_type,hdd_capacity,ssd_capacity,display_diagonal,resolution,video_standard,weight
159301,ASUS,ExpertBook B1400CEAE,269990.0,259990.0,3.7,Windows 10 Pro (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,4,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.4
159302,ASUS,ExpertBook B1400CEAE,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,4,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.4
159313,ASUS,"VivoBook K513EA, OLED",,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.5
159303,ASUS,ExpertBook B1500CEAE,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.71
159316,ASUS,VivoBook M513IA,,,,Windows 10 Home (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.3,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
159309,ASUS,Y1511CDA,249900.0,229990.0,7.97,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.65
159219,ASUS,VivoBook M413DA,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.4
159122,Acer,Nitro 5 AN515-57,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050 Ti,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
159120,HP,15-dw1062ur,,,,Windows 10 / Windows 11,Integrated,Intel UHD Graphics 600,No,Intel,Celeron,1.1,4,HDD,500.0,0.0,15.6,1920 x 1080,Full HD,1.7
159123,Acer,Aspire 3 A315-56,289900.0,274990.0,5.14,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
159118,HP,ENVY x360 15-eu0020ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
159047,Apple,MacBook Pro A2442 with display Retina,,,,Mac OS Monterey,Integrated,14 Core GPU,No,Apple,M1 Pro,2.3,16,SSD,0.0,512.0,14.2,3024 x 1964,Other,1.6
158939,Acer,Aspire 3 A315-56,239900.0,225500.0,6.0,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158947,HP,255 G8,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
158828,ASUS,TUF Dash F15 FX516PM,,,,Windows 10 Home (x64),Both,Intel Iris Xe Graphics,GeForce RTX 3060,Intel,Core i5,3.1,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.08
158827,ASUS,VivoBook M712DA,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.1
158831,ASUS,VivoBook X712JA,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,8,SSD,0.0,256.0,17.3,1920 x 1080,Full HD,2.1
158850,ASUS,ROG Zephyrus GA401QC,,,,Windows 10 Home (x64),Both,AMD Radeon Graphics,GeForce RTX 3050,AMD,Ryzen 7,2.8,16,SSD,0.0,512.0,14.0,2560 x 1440,QHD,1.7
158825,ASUS,X509FA,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,8,SSD,0.0,256.0,15.6,1366 x 768,HD,1.7
158817,HP,255 G8,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158770,HP,ProBook 630 G8,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.3
158848,ASUS,X515JF,,,,DOS,Both,Intel UHD Graphics,GeForce MX130,Intel,Pentium Gold,1.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
158847,ASUS,"VivoBook K513EA, OLED",,,,DOS,Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,1.8
158818,HP,240 G8,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,8,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.4
158878,ASUS,VivoBook X513EP,,,,Windows 10 Home (x64),Both,Intel Iris Xe Graphics,GeForce MX330,Intel,Core i5,2.4,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.99
158829,ASUS,TUF Gaming FX506HCB,619900.0,589990.0,4.82,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
158849,ASUS,TUF Gaming FX506LH,,,,DOS,Both,Intel UHD Graphics,GeForce GTX 1650,Intel,Core i5,2.5,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
158821,ASUS,X409FA,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.5
158822,ASUS,X409FA,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,14.0,1366 x 768,HD,1.5
158722,HP,255 G8,,,,DOS,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
158721,HP,ENVY x360 15-es0013ur,,,,Windows 11 Home (x64),Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
158667,HP,15-dw1129ur,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i5,1.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
158459,ASUS,"VivoBook Pro N7400PC, OLED",,,,DOS,Both,Intel Iris Xe Graphics,GeForce RTX 3050,Intel,Core i5,3.1,16,SSD,0.0,512.0,14.0,2880 x 1800,WQ+,1.4
158531,DELL,Vostro 5515,,,,Windows 10 Pro (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158465,Acer,Nitro 5 AN515-57,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i5,2.7,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
158367,ASUS,ROG Zephyrus GA401QM,,,,Windows 10 Home (x64),Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 7,2.8,16,SSD,0.0,512.0,14.0,2560 x 1440,QHD,1.7
158386,Acer,Aspire A315-34,,,,DOS,Integrated,Intel UHD Graphics 605,No,Intel,Pentium Silver,1.1,8,SSD,0.0,256.0,15.6,1366 x 768,HD,1.7
158280,ASUS,X415EA,,,,DOS,Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.4
158269,HP,17-cp0004ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 7,1.8,8,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.07
158283,HP,ENVY x360 15-es0009ur,,,,Windows 10 Home (x64),Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
158285,DELL,Vostro 3515,,,,Windows 10 Pro (x64),Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158276,Lenovo,Ideapad 3,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158275,Lenovo,Ideapad 3,,,,DOS,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158076,ASUS,"VivoBook Pro M3401QC, OLED",,,,Windows 10 Home (x64),Both,AMD Radeon Graphics,GeForce RTX 3050,AMD,Ryzen 5,3.3,8,SSD,0.0,512.0,14.0,2880 x 1800,WQ+,1.5
158140,MSI,Pulse GL66 11UGK,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3070,Intel,Core i7,2.3,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.2
158141,MSI,Katana GF66 11UD,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050 Ti,Intel,Core i7,2.3,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
158142,MSI,Katana GF66 11UD,599900.0,579990.0,3.32,DOS,Both,Intel UHD Graphics,GeForce RTX 3050 Ti,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
158144,MSI,Katana GF66 11UC,499900.0,489990.0,1.98,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i5,2.7,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
158143,MSI,Katana GF66 11UC,599900.0,579990.0,3.32,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i7,2.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
158073,ASUS,E410MA,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics 600,No,Intel,Celeron,1.1,4,SSD,0.0,128.0,14.0,1920 x 1080,Full HD,1.4
158065,Lenovo,Ideapad 3,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158066,Lenovo,Ideapad 3,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
158068,Lenovo,Ideapad 3,179900.0,169990.0,5.51,DOS,Integrated,Intel UHD Graphics 600,No,Intel,Celeron,1.1,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,1.6
158070,Lenovo,Ideapad 3,219900.0,209990.0,4.51,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,SSD,0.0,256.0,15.6,1366 x 768,HD,1.7
158069,Lenovo,Ideapad 3,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,SSD,0.0,256.0,15.6,1366 x 768,HD,1.7
158033,DELL,Vostro 3515,,,,Windows 10 Pro (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
157970,Apple,MacBook Pro A2338 with display Retina,,,,Mac OS Big Sur,Integrated,8 Core GPU,No,Apple,M1,2.3,16,SSD,0.0,512.0,13.3,2560 x 1600,WQXGA,1.4
157913,HP,EliteBook 850 G8,,,,Windows 10 Pro (x64),Integrated,Intel Iris Xe Graphics,No,Intel,Core i7,2.8,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
157836,ASUS,TUF Gaming FX506LH,,,,DOS,Both,Intel UHD Graphics,GeForce GTX 1650,Intel,Core i5,2.5,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
157725,DELL,Vostro 5502,,,,Windows 10 Pro (x64),Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
157743,ASUS,VivoBook K513EA,,,,Linux,Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
157657,ASUS,ROG Flow X13 GV301QE,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050 Ti,AMD,Ryzen 7,2.8,16,SSD,0.0,512.0,13.4,1920 x 1200,WUXGA,1.3
155483,HP,ProBook 450 G8,,,,DOS,Integrated,Intel Iris Xe Graphics,No,Intel,Core i7,2.8,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
157656,ASUS,ROG Strix SCAR G733QR,,,,Windows 10 Home (x64),Both,AMD Radeon Graphics,GeForce RTX 3070,AMD,Ryzen 9,3.3,16,SSD,0.0,1024.0,17.3,1920 x 1080,Full HD,2.7
157662,ASUS,ROG Strix SCAR G533QS,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3080,AMD,Ryzen 9,3.3,32,SSD,0.0,2048.0,15.6,1920 x 1080,Full HD,2.2
157516,HP,Omen 15-ek1006ur,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.6,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.11
157515,HP,Victus 16-e0010ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050,AMD,Ryzen 5,3.3,16,SSD,0.0,512.0,16.1,1920 x 1080,Full HD,2.4
157514,HP,15-eh1029ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
152121,Lenovo,ThinkBook 15 G2 ITL,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
157446,DELL,G7 7700,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 2070,Intel,Core i7,2.6,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.9
157445,DELL,G7 7700,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 2060,Intel,Core i7,2.6,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.9
157528,DELL,G3 3500,,,,Linux,Both,Intel UHD Graphics,GeForce GTX 1660 Ti,Intel,Core i7,2.6,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.5
157531,DELL,G5 5500,,,,Linux,Both,Intel UHD Graphics,GeForce GTX 1660 Ti,Intel,Core i7,2.6,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.5
157435,ASUS,VivoBook K513EA,,,,Windows 10 Home (x64),Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
157436,ASUS,ROG Strix SCAR G733QS,,,,Windows 10 Home (x64),Both,AMD Radeon Graphics,GeForce RTX 3080,AMD,Ryzen 9,3.3,32,SSD,0.0,1024.0,17.3,2560 x 1440,QHD,2.7
157530,DELL,G5 5500,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce GTX 1660 Ti,Intel,Core i7,2.6,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.5
157444,ASUS,ROG Strix G713QY,,,,DOS,Both,AMD Radeon Graphics,Radeon RX 6800M,AMD,Ryzen 9,3.3,16,SSD,0.0,1024.0,17.3,2560 x 1440,QHD,2.7
157434,ASUS,ROG Strix G713QM,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 7,3.2,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.7
157433,ASUS,ROG Strix G513QM,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 9,3.3,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.3
157437,ASUS,TUF Gaming FX506H,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050 Ti,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
157370,HP,ENVY x360 15-eu0027ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.1,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,1.8
157372,HP,Victus 16-e0030ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050 Ti,AMD,Ryzen 7,3.2,16,SSD,0.0,1024.0,16.1,1920 x 1080,Full HD,2.4
157371,HP,Victus 16-e0038ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050,AMD,Ryzen 5,3.3,16,SSD,0.0,1024.0,16.1,1920 x 1080,Full HD,2.4
157377,HP,Victus 16-e0042ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050,AMD,Ryzen 5,3.3,16,SSD,0.0,512.0,16.1,1920 x 1080,Full HD,2.4
157215,ASUS,ROG Zephyrus GA401QE,769900.0,759990.0,1.29,Windows 10 Home (x64) SL,Both,AMD Radeon Graphics,GeForce RTX 3050 Ti,AMD,Ryzen 7,2.8,16,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.7
157214,ASUS,TUF Gaming FX706HM,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i5,2.7,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.6
157155,HP,470 G7,,,,DOS,Both,Intel UHD Graphics,Radeon 530,Intel,Core i7,1.8,8,HDD,1024.0,0.0,17.3,1600 x 900,HD+,2.4
157142,HP,250 G8,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,8,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,1.7
157165,HP,250 G7,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.7
157154,DELL,G15 5510,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.2,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.5
157104,HP,Victus 16-e0020ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 7,3.2,32,SSD,0.0,1024.0,16.1,1920 x 1080,Full HD,2.46
157108,ASUS,ROG Strix G513QE,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3050 Ti,AMD,Ryzen 9,3.3,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.1
157092,HP,Pavilion 15-eg0073ur,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
157082,Lenovo,Ideapad 5,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
157081,Lenovo,Ideapad 3,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,8,SSD,0.0,256.0,15.6,1366 x 768,HD,1.7
157099,Acer,Aspire 3 A315-57G,239900.0,229990.0,4.13,DOS,Both,Intel UHD Graphics,GeForce MX330,Intel,Core i3,1.2,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
157080,Lenovo,Ideapad 3,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
156866,ASUS,ROG Strix G513QM,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 9,3.3,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.3
156867,Acer,Aspire A315-34,,,,Linux,Integrated,Intel UHD Graphics 605,No,Intel,Pentium Silver,1.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
156780,ASUS,VivoBook M513IA,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 7,2.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156782,ASUS,ROG Zephyrus GU603HR,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 3070,Intel,Core i7,2.3,16,SSD,0.0,1024.0,16.0,2560 x 1600,WQXGA,2.05
156783,ASUS,ROG Zephyrus Duo SE GX551QS,,,,Windows 10 Pro (x64),Both,AMD Radeon Graphics,GeForce RTX 3080,AMD,Ryzen 9,3.3,32,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.5
156732,ASUS,ROG Zephyrus GA503QM,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 9,3.0,16,SSD,0.0,1024.0,15.6,2560 x 1440,QHD,2.0
156781,ASUS,ROG Strix G513IH,,,,DOS,Both,AMD Radeon Graphics,GeForce GTX 1650,AMD,Ryzen 7,2.9,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.06
156730,ASUS,TUF Gaming FX506HM,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
156700,HP,15s-fq2042ur,,,,DOS,Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156432,Apple,MacBook Air A2337 with display Retina,,,,Mac OS Big Sur,Integrated,7 Core GPU,No,Apple,M1,2.3,16,SSD,0.0,512.0,13.3,2560 x 1600,WQXGA,1.2
156697,MSI,GE76 Raider 11UH,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 3080,Intel,Core i7,2.3,64,SSD,0.0,1024.0,17.3,1920 x 1080,Full HD,3.0
156663,MSI,GE76 Raider 11UG,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3070,Intel,Core i7,2.3,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,3.0
156661,MSI,GE76 Raider 11UG,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce RTX 3070,Intel,Core i7,2.3,16,SSD,0.0,1024.0,17.3,1920 x 1080,Full HD,3.0
156659,MSI,Bravo 15 B5DD,,,,DOS,Both,AMD Radeon Graphics,Radeon RX 5500M,AMD,Ryzen 5,3.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.32
156685,MSI,Katana GF66 11SC,,,,DOS,Both,Intel UHD Graphics,GeForce GTX 1650,Intel,Core i5,2.7,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
156698,MSI,GF63 Thin 10SC,,,,DOS,Both,Intel UHD Graphics,GeForce GTX 1650,Intel,Core i7,2.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.9
156689,MSI,Katana GF66 11UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i5,2.7,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.3
156688,MSI,Katana GF66 11UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.3,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.3
156684,MSI,GF65 Thin 10UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i5,2.5,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.0
156658,MSI,Bravo 15 B5DD,,,,DOS,Both,AMD Radeon Graphics,Radeon RX 5500M,AMD,Ryzen 7,3.2,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.32
156683,MSI,GF63 Thin 10UC,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i5,2.5,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
156686,MSI,Katana GF66 11UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.3,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.3
156657,MSI,Alpha 15 B5EEK,679900.0,649900.0,4.41,DOS,Both,AMD Radeon Graphics,Radeon RX 6600M,AMD,Ryzen 5,3.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.25
156690,MSI,Katana GF76 11UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.3,16,SSD,0.0,1024.0,17.3,1920 x 1080,Full HD,2.7
156656,MSI,Alpha 15 B5EEK,,,,DOS,Both,AMD Radeon Graphics,Radeon RX 6600M,AMD,Ryzen 7,3.2,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.26
156682,MSI,GF63 Thin 10UC,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3050,Intel,Core i7,2.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
156691,MSI,Katana GF76 11UE,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.3,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.7
156564,Lenovo,Ideapad 3,,,,Windows 10 Home S,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1366 x 768,HD,1.6
156524,ASUS,TUF Gaming FX706HM,,,,DOS,Both,Intel UHD Graphics,GeForce RTX 3060,Intel,Core i7,2.3,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.7
156591,HP,Omen 15-en1006ur,,,,DOS,Both,AMD Radeon Graphics,GeForce RTX 3060,AMD,Ryzen 7,3.2,16,SSD,0.0,1024.0,15.6,1920 x 1080,Full HD,2.11
156557,HP,ENVY 17-ch0003ur,,,,Windows 10 Home (x64),Both,Intel Iris Xe Graphics,GeForce MX450,Intel,Core i5,2.4,16,SSD,0.0,1024.0,17.3,3840 x 2160,Ultra HD 4K,2.5
156525,HP,15s-fq2011ur,,,,DOS,Integrated,Intel Iris Xe Graphics,No,Intel,Core i5,2.4,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156486,HP,15s-eq1398ur,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.7,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
156487,HP,15s-fq2037ur,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,3.0,4,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156467,ASUS,D515DA,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
156406,HP,15s-eq2061ur,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,4,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156411,HP,15s-eq2039ur,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156409,HP,15s-eq2025ur,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 3,2.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156430,HP,15s-eq1054ur,,,,DOS,Integrated,AMD Radeon Graphics,No,AMD,Ryzen 5,2.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.6
156427,Lenovo,Ideapad 3 15IGL05,,,,DOS,Integrated,Intel UHD Graphics 600,No,Intel,Celeron,1.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
